1;25.939393939393938;33;Pezz;xbl;19.116730148709316
2;29.875;32;FGTurismo21;psn;45.072505063657395
3;37.14705882352941;34;ctr4ever-Justin;psn;15.818432393790852
4;38.1875;32;Garma;switch;21.134395978009263
5;38.333333333333336;33;Moschi;switch;1.3585136083052751
6;41.15625;32;Barca170304;psn;21.036354890046297
7;46.8125;32;Eifi_7;psn;19.75785373263889
8;47.0;12;xA7mD33-_;psn;2.8294463734567903
9;64.83333333333333;30;JackurG;psn;22.70552469135803
10;71.15625;32;yMjed;psn;12.958927951388889
11;75.17647058823529;34;NekoGlacia-0-;psn;14.415545683551201
12;81.77272727272727;22;GabrielDomingos3;psn;18.114863741582493
13;94.21875;32;Kaaarmazed;psn;17.005529513888888
14;98.375;32;Shroob_CTR;psn;27.230010127314817
15;99.08823529411765;34;tapiocacrash;psn;27.425848311546844
16;100.21428571428571;28;Leandro-Ro7;psn;27.160348462301588
17;100.5909090909091;22;oxide95_the_best;psn;26.949448653198647
18;108.3225806451613;31;Rc_BTF;psn;16.200837813620073
19;109.51612903225806;31;mmikkola;psn;26.589531063321385
20;109.8125;32;LikeKatsu;psn;41.831521267361104
21;110.73684210526316;19;LordNate91;psn;60.21959368908383
22;114.6969696969697;33;YokiSayukri;psn;37.46404391133558
23;119.6896551724138;29;ByNyco;psn;17.650472142401018
24;121.88235294117646;34;KomodoJakke;psn;16.200477260348585
25;123.0625;16;sSiR-MAJED;psn;25.94398726851852
26;123.06666666666666;30;BR0Z;xbl;37.2052986111111
27;123.84375;32;k_chorrita;psn;17.073168764467592
28;124.53333333333333;30;MistralValon;psn;21.446017361111114
29;126.03571428571429;28;Ryan Kirk;xbl;18.0342435515873
30;126.66666666666667;12;crashteamfaking;psn;10.93317226080247
31;135.67741935483872;31;AleTheAnonimus;psn;20.640936753285544
32;135.8235294117647;34;The-Tall-God;psn;20.29841435185185
33;143.52941176470588;34;MechaAbaasyXXII;psn;15.735869757625274
34;146.06060606060606;33;VyZiXeN;psn;40.91409546857464
35;149.44117647058823;34;U--SINTIMENTU;psn;12.286213235294117
36;157.73529411764707;34;Schaox;psn;30.752849605119824
37;160.36363636363637;33;cbDAREdwDEVILsp;xbl;13.29263082210999
38;161.2258064516129;31;TastiestPizza;psn;17.380994623655916
39;162.5625;32;Rc_Dongitos;psn;22.915407624421295
40;162.64285714285714;28;iG-7P;psn;20.214928488756616
41;163.85294117647058;34;Danielife;switch;8.262449959150326
42;173.6153846153846;26;Firekeeper_8;psn;18.050540865384615
43;176.48275862068965;29;LoiupJr;psn;36.76649305555555
44;177.17857142857142;28;VacchianoDomus;psn;30.951439732142862
45;183.15151515151516;33;kandenka_45;psn;18.0967518939394
46;183.2941176470588;34;jmKz_01;psn;52.567756331699364
47;184.1;30;AHallowedRequiem;psn;31.663054398148144
48;187.72727272727272;33;tuurihuara;psn;25.722859497755337
49;188.38235294117646;34;Shark947;psn;28.147852668845314
50;192.35294117647058;34;Vercetty94;psn;23.401529820261437
51;194.7941176470588;34;Rc_Ergunno;psn;19.393973651960785
52;195.39285714285714;28;Exkuyz;psn;13.60927703373016
53;204.7941176470588;34;ERICK★★★;switch;9.962539147603488
54;205.66666666666666;24;IAmNoobYQue;psn;28.32221113040124
55;207.43333333333334;30;ioR3B-0;psn;20.229592592592592
56;210.52941176470588;34;wabisabi_mm;psn;11.365128336056644
