1;9.60913;Excessiveiser;psn;53.086527777777775
2;10.10925;Dopfel;psn;53.90587962962963
3;10.33301;Dopfel;switch;11.020798611111111
4;10.46643;Moschi;switch;31.984872685185184
5;10.54285;RikuDarkeyblade;psn;57.98515046296296
6;10.60974;IIvfzx;psn;42.890532407407406
7;10.74365;ZorasX;psn;46.09385416666667
8;10.83301;Chris;switch;50.50730324074074
9;10.94299;IchFTW;xbl;48.88790509259259
10;11.24341;Denny_SirHidan;psn;54.88728009259259
11;11.27673;Jorge99xDDD;psn;55.81118055555555
12;11.34375;Ze_Tavares;psn;56.82130787037037
13;11.54346;Mechalexis;psn;50.820092592592594
14;11.54443;Foa-z;psn;55.76189814814815
15;11.57690;Konfulzio__;psn;57.870300925925925
16;11.57776;derry3112;psn;58.13987268518518
17;11.77771;k_chorrita;psn;57.22511574074074
18;11.84387;x Mr Jars x;xbl;58.0609375
19;11.84497;Al_7o0o0ot_lA;psn;54.935138888888886
20;11.87793;KamuiChopper;psn;57.175
21;11.97839;TheyNeverNue;psn;49.163125
22;12.01074;GraveJRZ;xbl;58.111111111111114
23;12.01172;HeadCra3;psn;49.07956018518519
24;12.04443;M19 olo;xbl;56.086840277777775
25;12.07837;Leandro-Ro7;psn;58.49443287037037
26;12.21143;iG-7P;psn;58.53081018518518
27;12.21179;Ghn00b93;psn;48.991875
28;12.21191;dass_70;psn;58.50081018518519
29;12.23303;AldahirLP;switch;45.70232638888889
30;12.24451;ChavesLadrao;xbl;38.67232638888889
31;12.24561;Gurothan;psn;51.73782407407408
32;12.26648;Aussifer;switch;54.41832175925926
33;12.27710;ByNyco;psn;55.0334375
34;12.31189;Nickosilva;psn;52.48871527777778
35;12.37891;MimighsterTwitch;psn;53.96674768518518
36;12.41125;Goondaa_04;psn;54.622071759259256
37;12.47961;Quakawak;psn;57.195902777777775
38;12.51099;Zekken_212;psn;57.66828703703704
39;12.61279;Abdu0llah100;psn;54.47434027777778
40;12.67883;fristjan;psn;57.264328703703704
41;12.69971;didoroma;switch;26.884120370370372
42;12.71216;GoTen__fr;psn;54.9546875
43;12.74512;TheRedhotbr;psn;58.552592592592596
44;12.74524;onepit9999;psn;58.40837962962963
45;12.74536;iTz_Osama_SA;psn;45.56746527777778
46;12.81165;DethMatt AB;xbl;53.79655092592593
47;12.81213;Puerkos506;psn;57.55804398148148
48;12.84534;Deltrax;psn;57.90076388888889
49;12.86646;Rare_CTR;switch;57.92438657407408
50;12.93311;ChillCat;switch;50.78747685185185
51;12.94604;raulitojackson;psn;50.868171296296296
52;12.94629;abduosahinshu;psn;52.10085648148148
53;12.97729;PotFaceDog;psn;55.17414351851852
54;12.97864;hfc_fs;psn;57.77716435185185
55;12.97864;Komandan-akash;psn;58.00914351851852
56;13.01172;Poto2222;psn;51.42615740740741
57;13.01306;Julith-Jurgen;psn;53.617777777777775
58;13.07812;SBRPower101;psn;52.35769675925926
59;13.09973;A CRASH;switch;13.99875
60;13.11194;Jaco_jpg;psn;56.56424768518519
61;13.11206;ThundaSurge;psn;52.0059375
62;13.14563;abodude2;psn;47.55891203703704
63;13.21204;Chaldy;xbl;55.68195601851852
64;13.24512;PolliCarmen;psn;48.86011574074074
65;13.26636;Cici;switch;36.67944444444444
66;13.27942;Phenom_TV;psn;52.05628472222222
67;13.29968;Spin;switch;58.16821759259259
68;13.31250;bridgestamford38;psn;43.66295138888889
69;13.31250;Boeira157;psn;58.028900462962966
70;13.31262;okiu03;psn;57.61033564814815
71;13.33289;AdmonShura;switch;42.6021412037037
72;13.33301;ShiN;switch;48.3484375
73;13.37976;Terry3210;psn;52.52961805555555
74;13.37988;MegaDjombang;psn;54.43592592592593
75;13.38013;Black_Zero-CTR;psn;49.81100694444444
76;13.39978;Swanity;switch;47.79144675925926
77;13.41260;MULTIPLAY_D008PL;psn;55.9037962962963
78;13.44556;M7MD-_-JOL;psn;57.822662037037034
79;13.44556;CTR Ross TTV;xbl;57.913206018518515
80;13.46643;Shadow 725;switch;31.848113425925927
81;13.47974;SpeedDemonCTR;psn;53.863819444444445
82;13.48035;d7oom_bb43;psn;58.08159722222222
83;13.51196;AlexHGamingg;psn;58.22831018518519
84;13.51343;CazadorDeFurros;psn;55.21666666666667
85;13.54553;Freeze2019R;psn;57.62042824074074
86;13.54578;ZeyadSal;xbl;58.16685185185185
87;13.54639;Cubi_PR;psn;47.8246875
88;13.54688;CRASH_ksa21;psn;46.51199074074074
89;13.57886;ShaolinDoMato;xbl;44.971666666666664
90;13.57910;krazen12;psn;58.1168287037037
91;13.58008;Dave_Klayton;psn;47.20998842592593
92;13.58032;Skull_Killer_XZ;psn;54.73993055555555
93;13.61243;LentFuture29491;psn;49.229421296296294
94;13.61243;TheLeozeraYT;psn;56.421724537037036
95;13.61292;No_Exhale;psn;58.02935185185185
96;13.61316;Rare-CTR;psn;58.38831018518518
97;13.61340;brHUE_HU3;psn;43.95824074074074
98;13.64600;Jatsuya;psn;15.075150462962963
99;13.64697;Razerhax;psn;49.43862268518519
100;13.64697;ShampooAutista;psn;47.9296412037037
101;13.66650;rabid;switch;53.11952546296296
102;13.66663;Nooby;switch;56.15278935185185
103;13.71326;EnzymE_WSA;psn;58.16886574074074
104;13.74683;FinaIOddysee;psn;50.33600694444444
105;13.77966;TheFreek11;psn;52.47984953703704
106;13.78015;MistralValon;psn;58.43693287037037
107;13.78040;RazzahHD;psn;57.49087962962963
108;13.81250;mohdkicho;psn;43.187476851851855
109;13.81287;DANGER_ARTA;psn;55.911261574074075
110;13.81299;xBERANDALx;psn;56.313541666666666
111;13.84595;LeoPatrulha7;xbl;52.890717592592594
112;13.87927;aDayRiot;xbl;48.693530092592596
113;13.87976;samsei94;psn;57.620694444444446
114;13.88049;Tanker_13;psn;56.79939814814815
115;13.89978;Sombra 725;switch;32.26790509259259
116;13.91333;shura-ks;psn;52.853657407407404
117;13.93298;Dope;switch;58.52039351851852
118;13.94580;ns_xcj;psn;56.59671296296296
119;13.94592;I_Fernan_l;psn;57.96055555555556
120;13.94604;ShadowRush2112;psn;49.74761574074074
121;13.94653;Nicolasitowo;psn;57.55902777777778
122;13.94666;Shin_Bam;psn;53.05857638888889
123;13.94690;kiwihy;psn;57.315925925925924
124;13.97998;playerpower81;psn;49.10791666666667
